id,Title,Content
1382,"Tidak Seperti Matematika","<h3>Rifki Kurniasari</h3>
<h2>
					Tidak Seperti Matematika</h2>
“Tinggal dua hari lagi, Pak. Ibu sudah kehabisan akal,” Ibu tertunduk lemas.

“Selama masih ada usaha pasti ada jalan, Bu,” jawab Bapak masih sama.

Bapak mengajariku untuk selalu memperjuangkan tujuan hidup alih – alih pasrah pada keadaam. Gerakan hemat listrik dan makan daging seminggu sekali merupakan rutinitas kami untuk meminimalisir pengeluaran. Namun masalah kali ini memang berbeda.

Sudah lima hari ini utusan Pak Suripto menyambangi rumah kami. Bukan untuk melamarku, melainkan menagih hutang Bapak yang sudah jatuh tempo bulan lalu. Sebenarnya Pak Suripto bukan tipikal orang kaya yang pelit. Bahkan beliau sudah memberi tiga kali perpanjangan pelunasan hutang. Namun biaya pernikahan putrinya yang tidak sedikit mendesak beliau untuk kembali menagih hutang.

“<em>Nduk</em> Mayang, kamu mau melamun sampai tahun depan?” Ibu bertanya dari ruang tengah, mengisyaratkan agar aku segera bergabung. Lamunanku dibuyarkan oleh beberapa anak kecil yang berlarian di jalan depan rumah, tertawa kencang dengan tangan memegang terompet dan kembang api. Rasanya masalah ini membuatku lupa akan malam tahun baru.

Kami melewati malam pergantian tahun dengan diskusi bagaimana cara mendapatkan uang tujuh puluh juta dalam dua hari. Bapak bercerita bahwa belum ada progres penjualan tanah kami. Padahal aku sudah memenuhi beranda media sosialku dengan iklan penjualan tanah. Teman – teman juga sudah membantu menyebarluaskan. <em>Allah masih ingin melihat perjuangan kami,</em> batinku untuk menguatkan diri sendiri.

“Bagaimana jika kita meminjam uang kepada Bu Uti? Insyaallah beliau mau.”

“Itu sama saja menggali lubang tutup lubang, Bu. Bapak tidak setuju. Mari kita cari solusi lain,” Bapak mengatakannya sembari menjaga intonasi suaranya tidak meninggi.

Sunyi. Kami tenggelam dalam pikiran masing – masing.

“Mengapa tidak kita tawarkan langsung tanah itu pada orang – orang terdekat yang sekiranya mampu? Pakdhe Gito, Pak Amir, atau Bu Uti misalnya,” akhirnya aku mengusul.

Bapak menoleh padaku. Seutas senyum terlukis di wajahnya. “Pintar kamu, <em>nduk</em>. Bapak setuju, sepertinya cara ini merupakan alternatif terbaik. Bagaimana, Bu?”

Ibu mengangguk tanda setuju. “Besok juga kita bisa mulai eksekusi, Pak.”

“Siapa yang akan mengeksekusi, Bu? Kita bukan polisi, lho.” Bapak menutup diskusi malam itu dengan lelucon. Kami berkelakar seakan semua masalah bisa sirna terbawa gelak tawa.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Matahari bersinar terik keesokan harinya. Minggu pagi merupakan momen yang tepat &nbsp;untuk menghabiskan waktu di rumah. Meskipun sudah menenangkan diri dengan membaca buku dan <em>streaming</em> Wirda Mansur, sejak pagi aku tetap harap – harap cemas menanti kabar dari Bapak dan Ibu. Doa kupanjatkan sejak tadi malam, semoga kabar baik menghampiri kami.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ba’da Asar akhirnya Bapak dan Ibu sampai di rumah. Aku bergegas membawakan dua cangkir teh panas.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Ternyata tidak semudah yang kami kira, <em>nduk</em>. Mereka juga memiliki kepentingan lain, jadi tidak bisa membantu kita untuk sementara ini.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Aku menghela napas lalu memandang lekat – lekat wajah Bapak dan Ibu. Di luar dugaanku, sama sekali tidak terlihat raut kesedihan di sana. Hal itu membuat harapanku muncul kembali.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Ibu tidak tahu apa yang akan terjadi besok.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Tidak mungkin Gusti Allah yang Maha Kaya meninggalkan hamba-Nya pada kondisi seperti ini. Ingatkah kalian pada kisah putra Adam, Qabil dan Habil?” Bapak menyeruput teh panasnya sejenak. “Bukankah Allah berjanji akan menambah nikmat pada hamba-Nya yang bersyukur? Meski ujian datang, Allah masih memberi kita kesehatan dan mengizinkan kita untuk bersama hingga detik ini,” Bapak merubah posisi duduknya. “Oh iya, tentu kalian sudah tahu musibah kebakaran yang menimpa gedung panti asuhan? Tiba – tiba Bapak berniat menyumbangkan tabungan kita untuk mereka.

Mungkin hal ini terlihat tidak realistis. Kita sedang membutuhkan uang, namun Bapak tiba – tiba juga ingin bersedekah. Bapak ikhlas. Segala upaya telah kita coba, biar Allah yang mengatur urusan hutang.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Aku menoleh kaget. Hatiku mencelos ketika mendengar ide Bapak. “Maaf, Pak, tapi saat ini kita benar - benar membutuhkan uang. Bukankah lebih baik kita penuhi kebutuhan kita dahulu?”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ibu berlinang air mata. Bibirnya bergetar. “Ibu sependapat dengan Bapak. Mayang, tabungan memang dapat membantu dalam meringankan beban hutang. Namun apa artinya bagi Pak Suripto? Hutang kita terlampau banyak, tidak bisa ditutup dengan tabungan. Ibu sudah pasrah. Tabungan kecil kita mungkin berarti besar untuk warga panti asuhan.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Akhirnya malam ini kami berkunjung ke panti asuhan di pusat kota. Aku yang masih menyimpan keraguan akhirnya bercengkerama dengan beberapa anak di sana, sedangkan Bapak dan Ibu berbicara dengan pengurus panti asuhan. Perwakilan panti asuhan berkali - kali mengucapkan terimakasih dengan raut muka bahagia. Mereka berbondong – bondong mengantar hingga pintu gerbang pada saat kami akan pulang..

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Di sepanjang jalan pulang, kami sibuk membicarakan anak – anak panti asuhan. Kunjungan itu ternyata membawa hikmah. Bahkan Ibu mengutarakan niatnya untuk menyumbang jajanan pasar setiap Jumat. Dering telepon Bapak akhirnya memaksa kami untuk berhenti.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Assalammu’alaikum… Halo! Iya, benar… Mohon maaf apakah bisa diulang, Pak?” Aku dan Ibu mendekat untuk mendengar percakapan Bapak. “Baik, Pak… Besok pagi jam sembilan ya, Pak? Baik, Pak. Selamat malam.” Aku dan Ibu masih bertanya – tanya.

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Orang ini menghubungi Bapak untuk membeli tanah kita, tunai dan tanpa negosiasi. Besok pagi kami akan bertemu. Masyaallah alhamdulillah. Bapak sungguh – sungguh tidak menyangka.”

&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; “Alhamdulillah ya Allah…” Aku dan Ibu mengucap syukur bersama. Tanah seharga delapan puluh juta akhirnya terjual untuk melunasi hutang kami kepada Pak Suripto. Beban yang menyesaki dada terasa hilang, terhempas angin malam. Memang benar kata Bapak bahwa rezeki tidak dapat dihitung sesuai persamaan matematika. Datang dan pergi seizin Yang Kuasa, diatur sedemikian rupa sesuai kapasitas penerimanya.

______________________________________________

Rifki Kurniasari, mahasiswa Fakultas Kedokteran Gigi UGM
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1386,"Munajat Maritimku","<h3>Mutia Nasution</h3><h2>
					Munajat Maritimku
				</h2>		
		<p>Tuan...</p><p>Seharian belawan menguap kelelahan</p><p>Hendak mendatangkan hujan atau sekedar gertakan halilintar</p><p> </p><p>Tuan...</p><p>Akan kuceritakan sebuah kisah</p><p>Bukan tentang penderitaan melainkan kegembiraan</p><p>Sekelumit kisah kejayaan maritim Indonesia</p><p>Tempat berdiamnya surga biota laut dengan warna warni tersendiri</p><p>Menjelma diantara terumbu rindu menyebar keluar landai daratan</p><p>Meneriakkan gelombang sembahyang</p><p>Pada tiap gerak ombak dari munajat sunyiku</p><p> </p><p>Tuan... lihatlah kesana</p><p>Tempat lahirnya para penerus tuan</p><p>Mereka adalah pemuda dijamannya</p><p>Pejuang-pejuang belia penakluk peradaban</p><p>Pionir-pionir muda yang akan melumasi roda-roda bangsa</p><p>Membawa kejayaan maritim menjadi yang terdepan</p><p> </p><p>Medan, April 2020</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
1390,"Makhluk Besi","<h3>Khoirotun Nisaa</h3>
<h2>
					Makhluk Besi</h2>
Berawal dari sebuah impian&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;

Cita mulia sang ilmuwan

Merajut asa kembangkan dunia

Lahirkan para pelayan manusia

Ilmu dunia beranak-pinak

Tak ubahnya buas jadi jinak

Dan roda zaman terus berputar

Munculkan teori setiap ikrar

Cerdas dan selalu penasaran

Sering tidak puas dan jatuh bangun

Lahirkan tembaga yang bergerak

Tenaga manusia tersingkirkan

Makhluk besi pelayan manusia

Hilangkan rumitnya urusan dunia

Tak ada yang tahu rahasia yang tersembunyi

Sebab akibat adanya makhluk besi

Roda zaman terus berputar

Bumi yang dulu tampak segar

Kini buram kotor tak terawat

Lemah dan bising panas menggeliat

Tanpa tahu waktu singkat

Hingga saatnya tiba

Sebuah zaman serba bisa

Bumi bertanam tembaga dan besi

Angkasa suram, gelap tak berisi

Modern katanya, tapi primitif dalamnya

Di zaman serba instan

Siapa yang peduli petaka modern

Jadikan bumi besi bukan bumi hijau

Makhluk besi pelayan manusia

Tercipta dari sebuah impian

Hingga pada saatnya mereka

Berganti manusia pelayan mesin
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1398,"Ingin dan Anganku",
1416,"Ketika Lilin Menyala",
1440,"Perihal Kelam",
1447,"Stop Cuat Cuit Julid","<h3>Mutia Nasution</h3>
<h2>
					Stop Cuat Cuit Julid</h2>
Jempolmu adalah harimaumu. Istilah kekinian ini tampaknya tengah menyerang netizen budiman se dunia maya. Jempol rupawan ini sebenarnya tidak mudah terpancing emosi jika tidak didukung sebuah perasaan bernama julid.

Kata julid sendiri sering dipakai di dunia maya atau sosial media ketika menyebutkan seseorang yang selalu nyinyir kepada siapapun, kapanpun dan dimanapun. Hobinya berkomentar pedas, ceplas-ceplos hingga terkadang menuai konflik.

Julid bisa menyerang siapa saja ketika tengah berselancar di dunia maya. Mereka yang tidak bisa mengontrol diri dan emosi dapat dengan mudah nyinyir kepada kehidupan orang lain. Entah itu disebabkan oleh perasaan irih, cemburu dan dengki, yang pasti efek julid menyebabkan kerugian bahkan berujung maut bagi objek nyinyiran. Sebut saja artis Korea baru-baru ini yang bunuh diri karena tidak kuat menahan sindiran, bullyan hingga julidan dari para netizen. Di Indonesia sendiri berita yang tengah viral yaitu dimana status julid media sosial seorang istri Tni &nbsp;yang mengakibatkan pangkat sang suami harus di turunkan.

Lantas seperti apa sebenarnya ciri-ciri seseorang yang dikatakan telah terserang julid? Apakah sebenarnya secara tidak sengaja kita telah menjadi salah satu netizen julid dan melukai perasaan seseorang? Wah, jika demikian mari kita introspeksi diri bersama dengan memperhatikan beberapa ciri-ciri julid berikut ini.
<ol>
 	<li>Kepo</li>
</ol>
Kepo atau rasa ingin tahu yang berlebih sebenarnya tidak masalah. Yang menjadi masalah adalah jika ke kepoan tersebut berurursan dengan kehidupan orang lain, mengulik-ulik masalah seseorang, menggosipkannya beramai-ramai hingga menjelek-jelekkannya. Ada beberapa hal di dunia ini terutama urusan pribadi orang lain yang sebaiknya tidak kita ketahui. Sepetinya halnya kehidupan pribadi kita yang tidak ingin diketahui publik. Pun demikian objek ke kepoan kita tersebut yang tidak ingin diusik oleh siapapun.
<ol start=""2"">
 	<li>Ikut-ikutan</li>
</ol>
Pernah mendengar sebutan “Ngompor-ngomporin?” , “Jangan jadi kompor deh!” istilah tersebut dipakai ketika beberapa orang tengah membahas suatu permasalahan kemudian ada seseorang yang bukannya membantu menyelesaikan melainkan menjadi api atau kompor yang menyulut permasalahan kian memanas.&nbsp;
<ol start=""3"">
 	<li>Semua Salah</li>
</ol>
Apakah Kamu adalah tipe yang merespon segala sesuatu dengan respon yang salah? Melihat postingan foto teman tengah berlibur dimata kamu salah, di nyinyirin, teman meraih prestasi malah di komentari pedas. Kamu selalu melihat segala sesuatu dengan salah, ada yang kurang dan selalu membenarkan dengan cara berkomentar. Jika ya segera buang jauh-jauh sifat tersebut kemudian baliklah cara pandang Kamu dengan tanggapan positif terhadap postingan apapun yang ada di hadapan Kamu.
<ol start=""4"">
 	<li>Diam di Komentar Ribut di Luar</li>
</ol>
Tidak semua netizen julid memiliki mental berani untuk memberikan opini dikolom komentar media sosial. Apalagi jika objek yang dibahas terkait artis, politisi atau pemerintahan. Rasa was-was terkena bully netizen yang lain pasti ada. Nah sebagian orang memang tidak berani berkomentar julid dikolom komentar media sosial tapi terang-terangan membahasnya dengan khidmat dan akurat bersama teman-teman di dunia nyata atau group chat media sosial. Lantas bukankah itu sama saja? Sama saja kita menyakiti perasaan seseorang atau golongan tertentu dengan terang-terangan julid di dunia nyata meski tak terlihat di dunia maya.
<ol start=""5"">
 	<li>Lebih Baik Introspeksi Diri</li>
</ol>
Sebelum jari jempol kamu menekan tombol kirim pada kolom komentar. Ada baiknya difikirkan terlebih dahulu, apakah komentar tersebut bersifat julid, pedas, memberi efek buruk bagi objek yang dikomentari dan sebagainya. Sebelum berkomentar pedas ada baiknya kita introspeksi diri dulu. Apakah diri ini sudah sebaik itu, sudah se suci itu sehingga tega berkomentar pedas yang mana bukan tidak mungkin komentar tersebut bisa membuat mental seseorang jatuh, depresi, frustasi hingga bunuh diri. Ya karena komentar julid nyawa seseorang bisa melayang. Tentunya kita tidak ingin hal tersebut menjadi penghalang kita menuju surga-Nya. Stop cuat cuit julid. Kalau kamu perhatian dan peduli pada mereka, berikan komentar positiv, dukungan dan dorongan motivasi. Karena kata-kata yang baik akan kembali kepada orang yang mengucapkannya.&nbsp;
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1459,"Sebuah Batas Kendali",
1463,"Kata dan Doa",
1472,"Aku seorang kesatria",
1480,"Keberadaan Harapan Manusia Modern",
1486,"Sajak Para Pahlawan","<h3>Rheza Pahlevi</h3>
<h2>
					Sajak Para Pahlawan</h2>
<em>Lelahku adalah anugrah, peluhku adalah rahmat</em>

<em>Darahku yang tumpah tentu takkan pernah mengering</em>

<em>Senantiasa menyuburkan, menumbuhkan</em>

<em>Kalamku adalah tempa bagi jiwa2 yang kosong</em>

<em>Menjadi rapalan kekebalan bagi semangat yang retak</em>

<em>Aku adalah jalan yang seharusnya ditempuh</em>

<em>Oleh para pencari kebajikan</em>

<em>Aku adalah sebilang pedang tajam yang disarungkan,</em>

<em>Seekor macan yang tidur ditengah padang rumput</em>

<em>Tinggal waktu yang menentukan</em>

<em>Kapan aku akan memotong, menerkam</em>

<em>Orang – orang yang mencoba menebar duri dalam daging,</em>

<em>Mencampur air dengan getah racun</em>

<em>Lelahku adalah anugrah, peluhku adalah rahmat</em>

<em>Aku adalah kehendak-Nya</em>
<ul>
 	<li data-social=""facebook"">
                    <a>
</a></li>
 	<li data-social=""twitter"">
                    <a>
</a></li>
 	<li data-social=""linkedin"">
                    <a>
</a></li>
</ul>"
1491,"Ingin dan Anganku","<h3>Desy Gamelina</h3><h2>
					Ingin dan Anganku
				</h2>		
		<p>Kemarin ku ukir egoku pada pualam.</p><p>Sembari menyereput kopi pahit dikala langit senja memerah</p><p>dan meneteskan bulir-bulir airnya yang jatuh menghunjam tanah</p><p> </p><p>Lalu kau datang,</p><p>bak pelangi yang hadir dikala hujan reda</p><p>menanggalkan semua kisah suram yang menghiasi masa lalu.</p><p> </p><p>Semilir angin berhembus sepoi-sepoi</p><p>Denyar nadi meruat tak karuan</p><p>Mengingat kenangan 19 hari</p><p>Merajut kisah-kisah sederhana .</p><p>Meski tak bertatapan, meski tak bertemu</p><p>Namun sisa-sisa kenangan membekas</p><p>Menyambangi jauh menelisik rasa</p><p>Yaa..</p><p>Ada rasa yang terselip dibalik dada</p><p>Rasa yang mampu meyamarkan jiwa merana</p><p> </p><p>Namun pijak dahaga memelas,</p><p>Karena mungkin kau adalah pelangi</p><p>Kau indah dan membuat bahagia</p><p>Tapi semua itu hanyalah semu,</p><p>Karena kau akan pergi ketika bias cahaya tlah usai menjalaskan tugasnya.</p><p> </p><p>Inginku kau tak pergi,</p><p>Tapi, aku bisa apa?</p><p> </p><p>Aku terlalu fana untuk menuntut yang kuasa.</p><p>Inginku melawan alam,</p><p>Tapi, aku bisa apa?</p><p>Aku hanyalah manusia biasa yang tak punya kekuatan supranatural.</p><p> </p><p>Kini, ku berdiri pada fatarmogana</p><p>Sedang menunggu hadirmu,</p><p>Sembari mempelajari pedoman masa lalu</p><p>Hingga bisa merakit kisah masa kini dan nanti.</p><p>Sampai pagi menyongsong,</p><p>Menyulam kembali sobekan hati</p><p>Menabur kasih sepanjang waktu.</p><p>Selamat datang,</p><p>Atau mungkinkah selamat tinggal?</p><p> </p><p>Nunukan, 14 Mei 2020</p><p>Gamel</p>		
					<ul>
                                            <li data-social=""facebook"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""twitter"">
                    <a>
                                                                                            </a>
                </li>
                                                            <li data-social=""linkedin"">
                    <a>
                                                                                            </a>
                </li>
                                    </ul>"
1497,"Sebentar, Tuhan",
1502,"Debu lara",
1507,Bakat,
1537,"Mengubah Aliran Waktu Di Kala Pandemi",
1554,"Sahabat Hujan (Rainy Friend)",
